
0A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .	0
0Personal Velocity has a no-frills docu-Dogma plainness , yet Miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire .	0
0The movie slides downhill as soon as macho action conventions assert themselves .	1
0It 's hard to imagine acting that could be any flatter .	1
100The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .	0
0Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .	0
100This is a story that zings all the way through with originality , humour and pathos .	1
0I prefer to think of it as `` Pootie Tang with a budget . ''	0
0Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	1
100Who is this movie for ?	0
0Horrible .	1
100Jaunty fun , with its celeb-strewn backdrop well used .	0
50It 's been 13 months and 295 preview screenings since I last walked out on a movie , but Resident Evil really earned my indignant , preemptive departure .	0
100Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .	1
0Has not so much been written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups .	0
0Morvern rocks .	0
0Behind the glitz , Hollywood is sordid and disgusting .	1
50As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .	1
0If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia	1
0There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .	0
100-LRB- A -RRB- stuporously solemn film .	0
100A passionately inquisitive film determined to uncover the truth and hopefully inspire action .	1
100At times , the movie looks genuinely pretty .	1
50Bisset delivers a game performance , but she is unable to save the movie .	1
50... gripping and handsome execution , -LRB- but -RRB- there is n't much about K-19 that 's unique or memorable .	1
100An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .	1
0A work that lacks both a purpose and a strong pulse .	1
100A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .	1
100`` Home Movie '' is a sweet treasure and something well worth your time .	1
0Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?	1
0A family-friendly fantasy that ends up doing very little with its imaginative premise .	0
0It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .	1
0The movie is essentially a series of fleetingly interesting actors ' moments .	0
0Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .	0
100A fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` It 's never too late to believe in your dreams . '	1
0A dreary indulgence .	0
0cynical and serious look at teenage boys doing what they do best - being teenagers .	0
0If you 're really renting this you 're not interested in discretion in your entertainment choices , you 're interested in Anne Geddes , John Grisham , and Thomas Kincaid .	0
100Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .	0
50Now I can see why people thought I was too hard on `` The Mothman Prophecies '' .	1
0Sexy and romantic .	0
0A terrible movie that some people will nevertheless find moving .	1
50You just know something terrible is going to happen .	1
50The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack .	0
100There is more than one joke about putting the toilet seat down .	0
100Harry Potter and the Chamber of Secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate .	0
50Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .	1
0Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .	0
50It 's everything you 'd expect -- but nothing more .	1
0Hilarious musical comedy though stymied by accents thick as mud .	0
100Great over-the-top moviemaking if you 're in a slap-happy mood .	1
100A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .	1
50... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''	0
100The leads are natural and lovely , the pace is serene , the humor wry and sprightly .	1
100The lack of naturalness makes everything seem self-consciously poetic and forced ... It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition .	0
100Bears is even worse than I imagined a movie ever could be .	0
100Like The Full Monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .	1
0Exciting documentary .	0
100Perhaps it 's cliche to call the film ` refreshing , ' but it is .	1
0The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .	0
0What could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .	0
50It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .	1
0Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .	0
0While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House .	0
100A well-executed spy-thriller .	1
100It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him .	0
100It appears as if even the filmmakers did n't know what kind of movie they were making .	0
0For the future , one hopes Mr. Plympton will find room for one more member of his little band , a professional screenwriter .	1
0A film about female friendship that men can embrace and women will talk about for hours .	0
50Feeling like a dope has rarely been more fun than it is in Nine Queens .	1
50It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .	1
0Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .	1
100... a lesson in prehistoric hilarity .	0
100This fascinating look at Israel in ferment feels as immediate as the latest news footage from Gaza and , because of its heightened , well-shaped dramas , twice as powerful .	1
0The director , with his fake backdrops and stately pacing , never settles on a consistent tone .	1
0It 's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb .	0
50It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .	1
100Some are fascinating and others are not , and in the end , it is almost a good movie .	0
50It was a dark and stormy night ...	1
50Fantastic !	0
0Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .	0
50A penetrating glimpse into the tissue-thin ego of the stand-up comic .	1
0A markedly inactive film , City is conversational bordering on confessional .	1
100A Lifetime movie about men .	0
100Consummate actor Barry has done excellent work here .	1
50Warmed-over hash .	1
0Bad movie .	1
100A return to pure Disney magic and is enjoyable family fare .	1
0Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .	0
50When the violence actually shocked ?	1
50The film is a verbal duel between two gifted performers .	0
0But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .	0
50-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .	0
100Like these Russo guys lookin ' for their Mamet instead found their Sturges .	0
50Many of the effective horror elements are dampened through familiarity , -LRB- yet -RRB- are worthwhile .	1
100Instead , it 'll only put you to sleep .	0
50You have enough finely tuned acting to compensate for the movie 's failings .	1
0Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved	1
0Please , someone , stop Eric Schaeffer before he makes another film .	1
100Your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .	0
100One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .	1
100The most ingenious film comedy since Being John Malkovich .	1
100A sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .	0
100Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .	0
100Strange , funny , twisted , brilliant and macabre .	1
50As social exposé , Skins has its heart in the right place , but that 's not much to hang a soap opera on .	1
50It 's the funniest American comedy since Graffiti Bridge .	0
100The only problem is that , by the end , no one in the audience or the film seems to really care .	0
50The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .	1
50It 's deep-sixed by a compulsion to catalog every bodily fluids gag in There 's Something About Mary and devise a parallel clone-gag .	1
0The stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .	0
50... once the true impact of the day unfolds , the power of this movie is undeniable .	0
50It 's still Adam Sandler , and it 's not Little Nicky .	1
50Burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .	0
0Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .	0
0Remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one .	0
0Everything was as superficial as the forced New Jersey lowbrow accent Uma had .	1
50and `` They 're coming ! ''	1
0See it .	0
0` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	1
100The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .	0
0So bland and utterly forgettable that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .	1
0Has all the right elements but completely fails to gel together .	0
50I 'd watch these two together again in a New York minute .	0
0... a series of tales told with the intricate preciseness of the best short story writing .	0
100A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .	0
100At the film 's centre is a precisely layered performance by an actor in his mid-seventies , Michel Piccoli .	0
50Sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony .	0
50The movie slides downhill as soon as macho action conventions assert themselves .	0
50Slow , dry , poorly cast , but beautifully shot .	1
0The only camouflage Carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .	1
100Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .	0
0It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .	0
0The best animated feature to hit theaters since Beauty and the Beast 11 years ago .	0
0Light , silly , photographed with colour and depth , and rather a good time .	0
0Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .	0
100But the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through .	1
50No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .	1
100A terrific B movie -- in fact , the best in recent memory .	1
100Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .	1
0I was hoping that it would be sleazy and fun , but it was neither .	0
100Kids should have a stirring time at this beautifully drawn movie .	1
50Less cinematically powerful than quietly and deeply moving , which is powerful in itself .	1
0A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .	1
100A movie that falls victim to frazzled wackiness and frayed satire .	0
50Not a bad premise , but the execution is lackluster at best .	1
0Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't .	1
100This is surely one of the most frantic , virulent and foul-natured Christmas season pics ever delivered by a Hollywood studio .	0
50An awful lot like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	0
0Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	1
100The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .	1
50Did it move me to care about what happened in 1915 Armenia ?	1
50A coming-of-age movie that Hollywood would n't have the guts to make .	0
50Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .	1
100The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two .	1
50As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .	0
100Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .	0
50Meant for Star Wars fans .	1
0If you 're not deeply touched by this movie , check your pulse .	0
0I found myself liking the film , though in this case one man 's treasure could prove to be another man 's garbage .	0
50So beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .	0
50It 's sincere to a fault , but , unfortunately , not very compelling or much fun .	1
50Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .	1
50An easy watch , except for the annoying demeanour of its lead character .	1
100The rare movie that 's as crisp and to the point as the novel on which it 's based .	1
50A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .	0
50But it 's hard to imagine a more generic effort in the genre .	0
100This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .	0
0Tennessee Williams by way of Oprah 's Book Club .	0
100Insanely hilarious !	1
100I do n't even care that there 's no plot in this Antonio Banderas-Lucy Liu faceoff .	0
50They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .	1
50If you enjoy being rewarded by a script that assumes you are n't very bright , then Blood Work is for you .	0
0The film favors the scientific over the spectacular -LRB- visually speaking -RRB- .	0
0The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '	1
100And it 's harder still to believe that anyone in his right mind would want to see the it .	0
50A taut , sobering film .	0
50Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .	0
100I like my Christmas movies with more elves and snow and less pimps and ho 's .	0
0Perhaps the grossest movie ever made .	1
0A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .	0
0There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .	0
50Though excessively tiresome , The Uncertainty Principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .	1
0Stay for the credits and see a devastating comic impersonation by Dustin Hoffman that is revelatory .	0
50Enjoyably fast-moving , hard-hitting documentary .	0
0One of the greatest films I 've ever seen .	0
0It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .	1
100Exceptionally well acted by Diane Lane and Richard Gere .	1
0Quite simply , a joy to watch and -- especially -- to listen to .	0
50... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance	1
50At once emotional and richly analytical , the Cosby-Seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary .	1
50Now he makes them .	1
50The tonal shifts are jolting , and though Wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .	1
50Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .	1
100Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .	0
0As happily glib and vicious as its characters .	0
50A family-friendly fantasy that ends up doing very little with its imaginative premise .	1
100Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .	0
50A poignant comedy that offers food for thought .	0
50Consider this review life-affirming .	1
50A Sha-Na-Na sketch punctuated with graphic violence .	1
100Enticing and often funny documentary .	1
50Though the opera itself takes place mostly indoors , Jacquot seems unsure of how to evoke any sort of naturalism on the set .	1
100The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .	1
50Intriguing and stylish .	0
0There 's a lot of good material here , but there 's also a lot of redundancy and unsuccessful crudeness accompanying it .	0
0Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .	0
100However stale the material , Lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .	0
50-LRB- Cuarón has -RRB- created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .	0
50With Freeman and Judd , I 'll at least remember their characters .	1
0I saw Juwanna Mann so you do n't have to .	0
0Yes , I have given this movie a rating of zero .	1
100`` I blame all men for war , '' -LRB- the warden 's daughter -RRB- tells her father .	0
100it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .	1
0The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .	1
0It 's all surface psychodramatics .	1
0This strenuously unfunny Showtime deserves the hook .	1
0It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .	1
0... a ho-hum affair , always watchable yet hardly memorable .	0
100Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .	1
0An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .	0
100Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .	0
0This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .	1
50Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .	1
50The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects .	1
50If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .	1
100The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . '	1
100The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .	0
50Provides a porthole into that noble , trembling incoherence that defines us all .	1
50The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .	1
0Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .	0
50It may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .	1
100Brings together some of the biggest names in Japanese anime , with impressive results .	1
100The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .	0
50Gay or straight , Kissing Jessica Stein is one of the greatest date movies in years .	0
100Serviceable at best , slightly less than serviceable at worst .	0
0True Hollywood Story .	0
50Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .	1
50I wo n't argue with anyone who calls ` Slackers ' dumb , insulting , or childish ... but I laughed so much that I did n't mind .	1
0Jam-packed with literally bruising jokes .	0
100Extremely bad .	0
50Enriched by a strong and unforced supporting cast .	0
50But even with the two-wrongs-make-a-right chemistry between Jolie and Burns ... this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .	1
0Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	0
100A wild , endearing , masterful documentary .	1
50The 1960s rebellion was misdirected : you ca n't fight your culture .	1
50You 'll trudge out of the theater feeling as though you rode the Zipper after eating a corn dog and an extra-large cotton candy .	0
0... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .	1
50It is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .	1
100An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .	1
0A brutal and funny work .	0
100It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .	1
0It 's Young Guns meets Goodfellas in this easily skippable hayseeds-vs .	0
50This is standard crime drama fare ... instantly forgettable and thoroughly dull .	0
100De Ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .	0
50Muddled , trashy and incompetent	1
100Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .	0
100It sucked .	0
100Daring and beautifully made .	1
100A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .	0
0That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .	0
100A pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of Crystal and De Niro .	1
50Ryosuke has created a wry , winning , if languidly paced , meditation on the meaning and value of family .	1
50has some visual wit ... but little imagination elsewhere .	1
0... a cheap , ludicrous attempt at serious horror .	1
50You bet there is and it 's what makes this rather convoluted journey worth taking .	1
100The innocence of holiday cheer ai n't what it used to be .	0
50A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences .	0
100This is a stunning film , a one-of-a-kind tour de force .	1
50Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .	1
50The pace of the film is very slow -LRB- for obvious reasons -RRB- and that too becomes off-putting .	1
100Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .	1
100This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .	1
0An already thin story boils down to surviving invaders seeking an existent anti-virus .	1
100If it were any more of a turkey , it would gobble in Dolby Digital stereo .	0
100Loosely speaking , we 're in All of Me territory again , and , strictly speaking , Schneider is no Steve Martin .	0
100Oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .	0
0MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .	0
50A farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .	1
50... a fairly disposable yet still entertaining B picture .	1
50The narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .	1
100Many shallower movies these days seem too long , but this one is egregiously short .	0
0Culkin turns his character into what is basically an anti-Harry Potter -- right down to the Gryffindor scarf .	0
50Will no doubt delight Plympton 's legion of fans ; others may find 80 minutes of these shenanigans exhausting .	1
100With ` Bowling for Columbine , ' Michael Moore gives us the perfect starting point for a national conversation about guns , violence , and fear .	1
50It desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .	0
50But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .	0
0It does n't take a rocket scientist to figure out that this is a Mormon family movie , and a sappy , preachy one at that .	1
0Let 's hope not .	0
50As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .	0
50The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .	1
